Date,"Resolution Numbers","Minutes Item","Resolution Letter",Action,Category,Type,Description,"Street Name","From Address","To Address","Cross Street",Side,"From Feet","To Feet",Hour,"Start Time","End Time",Day,Permits,"Week 1","Week 2","Week 3","Week 4","Week 5","Order Number","Project Id","Project Name","Project Status","Project Update","Project Link",PDF,Video,MP3
2015-06-16,15-085,10.2,H,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING ELIGIBILITY","474 Natoma Street","Natoma Street",474,474,,,,,,,,,U,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-096,12,H,ESTABLISH,Transit,"BUS/BICYCLE/TAXI/COMMERCIAL VEHICLE-ONLY LANE","Mason Street., southbound, between Eddy and Turk Streets","Mason Street",1385,1399,,Southbound,,,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-096,12,H,ESTABLISH,Transit,"BUS/BICYCLE/TAXI/COMMERCIAL VEHICLE-ONLY LANE","O'Farrell Street., eastbound, from Grant Avenue. to 180 feet westerly","O'Farrell Street",1601,1625,"Grant Avenue",Eastbound,,180,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-096,12,H,ESTABLISH,Transit,"BUS/BICYCLE/TAXI/COMMERCIAL VEHICLE-ONLY LANE","7th Street., northbound, from Market Street. to 135 feet southerly","7th Street",2398,2398,"Market Street",Northbound,,135,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,F,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","South Van Ness Avenue, east side, from 285 feet south of 23rd Street (to allow for possibility of future meter or red curb at the corner).","South Van Ness Avenue",1252,1298,"23rd Street",East,285,,1,"9:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",I,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,F,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","South Van Ness Avenue, east side, to 19 feet north of 24th Street (to allow for possibility of future meter or red curb at the corner).","South Van Ness Avenue",1297,1299,"24th Street",East,,19,1,"9:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",I,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,E,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","2 nd Avenue, both sides, between Balboa Street and Cabrillo Street (600 block)","2nd Avenue",600,698,,,,,2,"8:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",L,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,E,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","2 nd Avenue, both sides, between Balboa Street and Cabrillo Street (600 block)","2nd Avenue",601,699,,,,,2,"8:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",L,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,V,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","Guy Place, south side, from 1st Street to 230 feet westerly.","Guy Place",1,99,,South,,230,1,"8:00 AM","9:00 PM","MONDAY THROUGH SUNDAY",U,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,J,ESTABLISH,Parking,"TOW AWAY NO PARKING","Mission Street, north side, from Spear Street to Steuart Street.","Mission Street",,,,North,,,,"3:00 PM","7:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,W,RESCIND,Parking,"RESIDENTIAL PERMIT PARKING","Guy Place, north side, between 1st Street and Lansing Street.","Guy Place",2,98,,North,,,1,"8:00 AM","9:00 PM","MONDAY THROUGH SUNDAY",U,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-086,10.3,D,ESTABLISH,Traffic,"TWO WAY","9th Street, between Brannan Street. and Division Street","9th Street",1301,1499,,,,,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Oak Street, south side, from Laguna Street to 20 feet westerly","Oak Street",401,405,"Laguna Street",South,,20,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Oak Street, north side, from Laguna Street to 20 feet westerly","Oak Street",400,406,"Laguna Street",North,,20,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Laguna Street, east side, from Oak Street to 20 feet southerly","Laguna Street",398,398,"Oak Street",East,,20,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-096,12,B,RESCIND,Parking,"TOW AWAY NO PARKING","3rd Street, west side, from Mission Street to Market Street","3rd Street",2,98,,West,,,,"7:00 AM","9:00 AM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Laguna Street, west side, from Fell Street to 20 feet northerly","Laguna Street",501,505,"Fell Street",West,,20,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-096,12,B,RESCIND,Parking,"TOW AWAY NO PARKING","3rd Street, west side, from Mission Street to Market Street","3rd Street",2,98,,West,,,,"3:00 PM","7:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Fell Street, north side, from Laguna Street to 20 feet westerly","Fell Street",500,506,"Laguna Street",North,,20,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Fell Street, north side, from Laguna Street to 25 feet easterly","Fell Street",496,498,"Laguna Street",North,,25,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-06-16,15-085,10.2,T,ESTABLISH,Parking,"TOW AWAY NO PARKING","Fell Street, south side, from Laguna Street to 25 feet easterly","Fell Street",499,499,"Laguna Street",South,,25,,,,,,,,,,,,,,,,,6-16-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23062,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_aaa0e8ab-8fb4-45e8-9a68-0f0f4d3249b9.mp3
2015-07-07,15-107,11,G,ESTABLISH,Transit,"BLUE ZONE","19th Avenue, west side, from 83 feet to 105 feet south of Eucalyptus Drive. (","19th Avenue",2,2,"Eucalyptus Drive",West,83,105,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Lincoln Way to 83 feet southerly","19th Avenue",3401,3431,"Lincoln Way",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Judah Street to 174 feet southerly","19th Avenue",1388,1398,"Judah Street ",West,,174,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Judah Street to 148 feet northerly","19th Avenue",600,600,"Judah Street ",East,,148,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Lawton Street to 83 feet southerly","19th Avenue",598,598,"Lawton Street",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Lawton Street to 99 feet northerly","19th Avenue",599,599,"Lawton Street",East,,99,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Noriega Street to 83 feet southerly","19th Avenue",601,601,"Noriega Street",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Noriega Street to 83 feet northerly","19th Avenue",2900,2900,"Noriega Street",East,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Ortega Street to 83 feet southerly","19th Avenue",375,389,"Ortega Street",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Ortega Street to 83 feet northerly","19th Avenue",670,676,"Ortega Street",East,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Quintara Street to 148 feet southerly","19th Avenue",702,738,"Quintara Street",West,,148,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Rivera Street to 83 feet southerly","19th Avenue",375,389,"Rivera Street",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Rivera Street to 108 feet northerly","19th Avenue",601,601,"Rivera Street",East,,108,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Taraval Street to 169 feet southerly","19th Avenue",2900,2900,"Taraval Street",West,,169,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Taraval Street to 171 feet northerly","19th Avenue",375,389,"Taraval Street",East,,171,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Vicente Street to 83 feet southerly","19th Avenue",670,676,"Vicente Street",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Vicente Street to 96 feet northerly","19th Avenue",702,738,"Vicente Street",East,,96,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Sloat Boulevard to 83 feet southerly","19th Avenue",375,389,"Sloat Boulevard",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Sloat Boulevard to 83 feet northerly","19th Avenue",670,676,"Sloat Boulevard",East,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Eucalyptus Drive to 83 feet southerly","19th Avenue",702,738,"Eucalyptus Drive",West,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-102,10.4,B,ESTABLISH,Parking,"YELLOW COMMERCIAL LOADING ZONE","18th Street, north side, from 48 feet to 69 feet east of Mission Street","18th Street",3378,3382,"Mission Street",North,48,69,,"7:00 AM","7:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Eucalyptus Drive to 83 feet northerly","19th Avenue",2771,2779,"Eucalyptus Drive",East,,83,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Holloway Avenue to 148 feet northerly","19th Avenue",2784,2790,"Holloway Avenue",East,,148,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Irving Street to 23 feet southerly","19th Avenue",2875,2881,"Irving Street",West,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Irving Street, south side, from 19th Avenue to 23 feet westerly","19th Avenue",1388,1398,"19th Avenue",South,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Irving Street to 57 feet northerly","19th Avenue",600,600,"Irving Street",East,,57,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Irving Street, north side, from 19th Avenue to 56 feet easterly","19th Avenue",598,598,"19th Avenue",North,,56,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from Kirkham Street to 23 feet southerly","19th Avenue",599,599,"Kirkham Street",West,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Kirkham Street, south side, from 19th Avenue to 23 feet westerly","Kirkham Street",601,601,"19th Avenue",South,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Kirkham Street to 23 feet northerly","19th Avenue",2900,2900,"Kirkham Street",East,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Kirkham Street, north side, from 19th Avenue to 23 feet easterly","Kirkham Street",2575,2581,"19th Avenue",North,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Lawton Street, south side, from 19th Avenue to 23 feet westerly","Lawton Street",2878,2886,"19th Avenue",South,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Lawton Street, north side, from 19th Avenue to 23 feet easterly","Lawton Street",2981,2989,"19th Avenue",North,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, west side, from 18 feet south to 49 feet north of Moraga Street","19th Avenue",3401,3431,"Moraga Street",West,18,49,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","19th Avenue, east side, from Moraga Street to 23 feet northerly","19th Avenue",1388,1398,"Moraga Street",East,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
2015-07-07,15-107,11,D,ESTABLISH,Pedestrian,"SIDEWALK WIDENING","Moraga Street, north side, from 19th Avenue to 23 feet easterly","Moraga Street",600,600,"19th Avenue",North,,23,,,,,,,,,,,,,,,,,7-7-15-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=23247,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_7b0c4a2f-98da-42b2-afa2-a27c7551baca.mp3
